packet_id,timestamp,temperature,pressure,humidity,density,concentration,run_number,distance_m
1748942053,2025-06-03 14:14:13,27,984,35,3,79,5,800
1748942056,2025-06-03 14:14:16,26,1014,79,5,52,5,800
1748942059,2025-06-03 14:14:19,21,997,46,4,140,5,800
1748942062,2025-06-03 14:14:22,28,996,58,4,144,5,800
1748942065,2025-06-03 14:14:25,21,1005,47,1,121,5,800
1748942068,2025-06-03 14:14:28,24,1013,42,5,55,5,800
1748942071,2025-06-03 14:14:31,22,1015,58,2,87,5,800
1748942074,2025-06-03 14:14:34,30,980,69,1,93,5,800
1748942077,2025-06-03 14:14:37,23,1009,80,3,86,5,800
1748942080,2025-06-03 14:14:40,22,986,52,2,125,5,800
1748942083,2025-06-03 14:14:43,20,1015,59,1,89,5,800
1748942086,2025-06-03 14:14:46,29,1007,77,1,140,5,800
1748942089,2025-06-03 14:14:49,29,981,51,3,133,5,800
1748942092,2025-06-03 14:14:52,25,1012,62,3,82,5,800
1748942095,2025-06-03 14:14:55,28,982,40,4,56,5,800
1748942098,2025-06-03 14:14:58,26,996,61,1,108,5,800
1748942101,2025-06-03 14:15:01,25,1007,75,4,70,5,800
1748942104,2025-06-03 14:15:04,25,982,73,5,93,5,800
1748942107,2025-06-03 14:15:07,29,997,30,1,122,5,800
1748942110,2025-06-03 14:15:10,22,1011,80,3,115,5,800
1748942113,2025-06-03 14:15:13,26,997,43,2,51,5,800
1748942116,2025-06-03 14:15:16,25,1014,75,4,66,5,800
1748942119,2025-06-03 14:15:19,29,1003,42,1,108,5,800
1748942122,2025-06-03 14:15:22,30,992,76,1,150,5,800
1748942125,2025-06-03 14:15:25,21,994,41,1,101,5,800
1748942128,2025-06-03 14:15:28,27,1014,52,5,121,5,800
1748942131,2025-06-03 14:15:31,23,989,55,1,112,5,800
1748942134,2025-06-03 14:15:34,26,1005,47,2,100,5,800
1748942137,2025-06-03 14:15:37,28,987,30,2,116,5,800
1748942140,2025-06-03 14:15:40,22,999,68,3,83,5,800
1748942143,2025-06-03 14:15:43,25,1012,41,1,96,5,800
1748942146,2025-06-03 14:15:46,21,985,33,5,69,5,800
1748942149,2025-06-03 14:15:49,27,1016,79,2,85,5,800
1748942152,2025-06-03 14:15:52,28,1009,75,4,55,5,800
1748942155,2025-06-03 14:15:55,21,987,45,5,144,5,800
1748942158,2025-06-03 14:15:58,27,998,30,3,53,5,800
1748942161,2025-06-03 14:16:01,22,1009,76,1,53,5,800
1748942164,2025-06-03 14:16:04,26,985,34,4,86,5,800
1748942167,2025-06-03 14:16:07,28,1004,41,1,56,5,800
1748942170,2025-06-03 14:16:10,22,982,44,3,86,5,800
1748942173,2025-06-03 14:16:13,30,1018,53,2,111,5,800
1748942176,2025-06-03 14:16:16,29,980,41,1,90,5,800
1748942179,2025-06-03 14:16:19,24,995,33,3,66,5,800
1748942182,2025-06-03 14:16:22,30,985,58,4,109,5,800
1748942185,2025-06-03 14:16:25,30,995,43,5,128,5,800
1748942188,2025-06-03 14:16:28,28,1005,74,2,116,5,800
1748942191,2025-06-03 14:16:31,20,1019,63,5,64,5,800
1748942194,2025-06-03 14:16:34,24,983,32,1,103,5,800
1748942197,2025-06-03 14:16:37,29,1015,34,1,135,5,800
1748942200,2025-06-03 14:16:40,26,1017,77,2,79,5,800
1748942203,2025-06-03 14:16:43,25,1014,72,1,114,5,800
1748942206,2025-06-03 14:16:46,24,989,79,5,109,5,800
1748942209,2025-06-03 14:16:49,22,1004,49,1,75,5,800
1748942212,2025-06-03 14:16:52,27,997,50,4,124,5,800
1748942215,2025-06-03 14:16:55,24,1012,48,4,139,5,800
1748942218,2025-06-03 14:16:58,30,982,31,1,146,5,800
1748942221,2025-06-03 14:17:01,22,1000,52,5,96,5,800
1748942224,2025-06-03 14:17:04,28,988,40,5,83,5,800
1748942227,2025-06-03 14:17:07,23,999,70,5,96,5,800
1748942230,2025-06-03 14:17:10,22,999,59,4,147,5,800
1748942233,2025-06-03 14:17:13,20,1017,45,3,118,5,800
1748942236,2025-06-03 14:17:16,28,983,67,1,67,5,800
1748942239,2025-06-03 14:17:19,21,1008,40,5,81,5,800
1748942242,2025-06-03 14:17:22,23,998,66,5,148,5,800
1748942245,2025-06-03 14:17:25,22,1005,61,1,69,5,800
1748942248,2025-06-03 14:17:28,28,984,66,1,61,5,800
1748942251,2025-06-03 14:17:31,30,998,65,1,116,5,800
1748942254,2025-06-03 14:17:34,29,1018,67,1,79,5,800
1748942257,2025-06-03 14:17:37,21,982,34,3,101,5,800
1748942260,2025-06-03 14:17:40,20,986,57,2,131,5,800
1748942263,2025-06-03 14:17:43,25,994,73,2,133,5,800
1748942266,2025-06-03 14:17:46,29,989,67,2,117,5,800
1748942269,2025-06-03 14:17:49,23,980,68,1,126,5,800
1748942272,2025-06-03 14:17:52,28,1010,58,5,56,5,800
1748942275,2025-06-03 14:17:55,20,981,50,5,87,5,800
1748942278,2025-06-03 14:17:58,24,1018,75,2,90,5,800
1748942281,2025-06-03 14:18:01,20,989,36,3,147,5,800
1748942284,2025-06-03 14:18:04,27,1020,68,1,85,5,800
1748942287,2025-06-03 14:18:07,25,1013,31,3,81,5,800
1748942290,2025-06-03 14:18:10,22,1017,42,5,113,5,800
1748942293,2025-06-03 14:18:13,25,990,39,3,58,5,800
1748942296,2025-06-03 14:18:16,26,1000,64,2,116,5,800
1748942299,2025-06-03 14:18:19,30,984,54,1,150,5,800
1748942302,2025-06-03 14:18:22,29,1013,76,2,97,5,800
1748942305,2025-06-03 14:18:25,27,994,78,3,78,5,800
1748942308,2025-06-03 14:18:28,26,1005,49,4,140,5,800
1748942311,2025-06-03 14:18:31,28,1008,69,3,112,5,800
1748942314,2025-06-03 14:18:34,25,1013,76,5,78,5,800
1748942317,2025-06-03 14:18:37,21,987,38,3,141,5,800
1748942320,2025-06-03 14:18:40,26,991,37,2,125,5,800
1748942323,2025-06-03 14:18:43,26,1015,33,1,145,5,800
1748942326,2025-06-03 14:18:46,28,1005,40,1,59,5,800
1748942329,2025-06-03 14:18:49,25,999,75,3,119,5,800
1748942332,2025-06-03 14:18:52,22,987,54,1,133,5,800
1748942335,2025-06-03 14:18:55,29,981,49,1,57,5,800
1748942338,2025-06-03 14:18:58,29,1001,55,2,108,5,800
1748942341,2025-06-03 14:19:01,21,995,59,5,50,5,800
1748942344,2025-06-03 14:19:04,25,1008,68,1,52,5,800
1748942347,2025-06-03 14:19:07,24,1001,46,5,75,5,800
1748942350,2025-06-03 14:19:10,23,997,55,1,123,5,800
1748942353,2025-06-03 14:19:13,21,980,60,2,124,5,800
1748942356,2025-06-03 14:19:16,29,997,72,3,85,5,800
1748942359,2025-06-03 14:19:19,20,1012,74,5,113,5,800
1748942362,2025-06-03 14:19:22,28,990,67,4,56,5,800
1748942365,2025-06-03 14:19:25,20,995,45,5,146,5,800
1748942368,2025-06-03 14:19:28,23,989,35,5,100,5,800
1748942371,2025-06-03 14:19:31,20,1007,32,5,139,5,800
1748942374,2025-06-03 14:19:34,25,989,54,2,138,5,800
1748942377,2025-06-03 14:19:37,22,1014,63,1,95,5,800
1748942380,2025-06-03 14:19:40,24,996,41,4,74,5,800
1748942383,2025-06-03 14:19:43,27,1000,75,1,92,5,800
1748942386,2025-06-03 14:19:46,23,991,77,1,98,5,800
1748942389,2025-06-03 14:19:49,28,1014,32,3,60,5,800
1748942392,2025-06-03 14:19:52,25,989,70,3,136,5,800
1748942395,2025-06-03 14:19:55,29,998,69,5,119,5,800
1748942398,2025-06-03 14:19:58,23,981,41,1,97,5,800
1748942401,2025-06-03 14:20:01,28,997,48,5,139,5,800
1748942404,2025-06-03 14:20:04,27,992,74,5,96,5,800
1748942407,2025-06-03 14:20:07,26,1006,65,2,127,5,800
1748942410,2025-06-03 14:20:10,24,1020,67,4,72,5,800
1748942413,2025-06-03 14:20:13,25,1006,34,2,60,5,800
1748942416,2025-06-03 14:20:16,26,986,50,2,112,5,800
1748942419,2025-06-03 14:20:19,21,1016,75,1,147,5,800
1748942422,2025-06-03 14:20:22,23,1003,73,4,71,5,800
1748942425,2025-06-03 14:20:25,27,1016,68,2,82,5,800
1748942428,2025-06-03 14:20:28,29,1009,69,4,89,5,800
1748942431,2025-06-03 14:20:31,30,1016,56,5,120,5,800
1748942434,2025-06-03 14:20:34,23,993,42,3,61,5,800
1748942437,2025-06-03 14:20:37,24,997,77,4,63,5,800
1748942440,2025-06-03 14:20:40,27,1007,77,5,62,5,800
1748942443,2025-06-03 14:20:43,25,989,48,2,61,5,800
1748942446,2025-06-03 14:20:46,30,1003,78,5,114,5,800
1748942449,2025-06-03 14:20:49,28,1014,72,4,150,5,800
1748942452,2025-06-03 14:20:52,20,995,32,4,121,5,800
1748942455,2025-06-03 14:20:55,29,1000,58,2,88,5,800
1748942458,2025-06-03 14:20:58,22,996,77,4,107,5,800
1748942461,2025-06-03 14:21:01,21,996,57,2,98,5,800
1748942464,2025-06-03 14:21:04,26,1017,45,1,103,5,800
1748942467,2025-06-03 14:21:07,29,992,56,5,82,5,800
1748942470,2025-06-03 14:21:10,27,981,52,1,101,5,800
1748942473,2025-06-03 14:21:13,29,1014,43,3,112,5,800
1748942476,2025-06-03 14:21:16,29,990,46,5,135,5,800
1748942479,2025-06-03 14:21:19,28,1001,68,3,113,5,800
1748942482,2025-06-03 14:21:22,22,1011,41,1,126,5,800
1748942485,2025-06-03 14:21:25,29,1012,58,1,78,5,800
1748942488,2025-06-03 14:21:28,25,1005,75,2,126,5,800
1748942491,2025-06-03 14:21:31,21,1011,52,2,81,5,800
1748942494,2025-06-03 14:21:34,22,1007,34,4,64,5,800
1748942497,2025-06-03 14:21:37,25,1013,51,4,145,5,800
1748942500,2025-06-03 14:21:40,25,997,70,4,86,5,800
1748942503,2025-06-03 14:21:43,25,992,76,3,77,5,800
1748942506,2025-06-03 14:21:46,23,1015,49,3,53,5,800
1748942509,2025-06-03 14:21:49,20,985,52,3,124,5,800
1748942512,2025-06-03 14:21:52,30,980,73,2,62,5,800
1748942515,2025-06-03 14:21:55,28,1017,76,4,112,5,800
1748942518,2025-06-03 14:21:58,25,996,74,1,69,5,800
1748942521,2025-06-03 14:22:01,26,1018,48,3,62,5,800
1748942524,2025-06-03 14:22:04,24,991,80,5,102,5,800
1748942527,2025-06-03 14:22:07,29,1000,46,1,116,5,800
1748942530,2025-06-03 14:22:10,29,981,41,2,105,5,800
1748942533,2025-06-03 14:22:13,30,1011,41,4,143,5,800
1748942536,2025-06-03 14:22:16,25,992,31,3,149,5,800
1748942539,2025-06-03 14:22:19,26,989,59,3,105,5,800
1748942542,2025-06-03 14:22:22,23,990,66,5,132,5,800
1748942545,2025-06-03 14:22:25,28,987,53,5,143,5,800
1748942548,2025-06-03 14:22:28,25,1017,56,2,113,5,800
1748942551,2025-06-03 14:22:31,29,987,65,4,63,5,800
1748942554,2025-06-03 14:22:34,24,1006,48,5,60,5,800
1748942557,2025-06-03 14:22:37,28,997,35,3,137,5,800
1748942560,2025-06-03 14:22:40,27,1014,72,2,113,5,800
1748942563,2025-06-03 14:22:43,24,995,37,1,90,5,800
1748942566,2025-06-03 14:22:46,25,991,78,2,57,5,800
1748942569,2025-06-03 14:22:49,29,980,35,5,97,5,800
1748942572,2025-06-03 14:22:52,20,987,46,4,87,5,800
1748942575,2025-06-03 14:22:55,20,1009,33,5,118,5,800
1748942578,2025-06-03 14:22:58,22,1017,43,5,138,5,800
1748942581,2025-06-03 14:23:01,23,1001,77,4,138,5,800
1748942584,2025-06-03 14:23:04,25,991,50,2,97,5,800
1748942587,2025-06-03 14:23:07,26,1009,43,1,127,5,800
1748942590,2025-06-03 14:23:10,23,1018,77,4,65,5,800
1748942593,2025-06-03 14:23:13,22,999,42,5,71,5,800
1748942596,2025-06-03 14:23:16,24,988,33,4,68,5,800
1748942599,2025-06-03 14:23:19,22,992,42,1,131,5,800
1748942602,2025-06-03 14:23:22,25,992,68,1,99,5,800
1748942605,2025-06-03 14:23:25,22,993,80,5,62,5,800
1748942608,2025-06-03 14:23:28,30,998,52,2,74,5,800
1748942611,2025-06-03 14:23:31,26,1010,31,2,62,5,800
1748942614,2025-06-03 14:23:34,21,1012,69,3,143,5,800
1748942617,2025-06-03 14:23:37,25,998,56,5,60,5,800
1748942620,2025-06-03 14:23:40,26,993,54,3,71,5,800
1748942623,2025-06-03 14:23:43,22,986,76,1,84,5,800
1748942626,2025-06-03 14:23:46,20,983,30,5,131,5,800
1748942629,2025-06-03 14:23:49,29,1004,36,3,88,5,800
1748942632,2025-06-03 14:23:52,20,1010,71,2,117,5,800
1748942635,2025-06-03 14:23:55,28,998,37,2,101,5,800
1748942638,2025-06-03 14:23:58,23,1010,63,4,115,5,800
1748942641,2025-06-03 14:24:01,27,1014,55,5,144,5,800
1748942644,2025-06-03 14:24:04,21,982,67,1,119,5,800
1748942647,2025-06-03 14:24:07,20,990,40,5,117,5,800
1748942650,2025-06-03 14:24:10,26,1013,52,5,107,5,800
1748942653,2025-06-03 14:24:13,22,999,61,3,60,5,800
1748942656,2025-06-03 14:24:16,30,1003,68,3,70,5,800
1748942659,2025-06-03 14:24:19,24,995,54,2,149,5,800
1748942662,2025-06-03 14:24:22,21,1012,54,1,106,5,800
1748942665,2025-06-03 14:24:25,20,984,37,2,143,5,800
1748942668,2025-06-03 14:24:28,25,1013,39,4,146,5,800
1748942671,2025-06-03 14:24:31,25,1001,50,5,83,5,800
1748942674,2025-06-03 14:24:34,24,1004,60,5,105,5,800
1748942677,2025-06-03 14:24:37,30,981,69,1,75,5,800
1748942680,2025-06-03 14:24:40,25,997,46,1,90,5,800
1748942683,2025-06-03 14:24:43,29,998,78,5,145,5,800
1748942686,2025-06-03 14:24:46,22,1006,47,5,89,5,800
1748942689,2025-06-03 14:24:49,25,1006,68,2,121,5,800
1748942692,2025-06-03 14:24:52,20,1016,77,5,66,5,800
1748942695,2025-06-03 14:24:55,20,984,50,4,89,5,800
1748942698,2025-06-03 14:24:58,24,1006,65,4,93,5,800
1748942701,2025-06-03 14:25:01,25,1000,55,3,114,5,800
1748942704,2025-06-03 14:25:04,23,1001,48,4,122,5,800
1748942707,2025-06-03 14:25:07,20,993,66,3,149,5,800
1748942710,2025-06-03 14:25:10,22,991,67,4,57,5,800
1748942713,2025-06-03 14:25:13,27,1007,31,2,86,5,800
1748942716,2025-06-03 14:25:16,22,993,30,5,129,5,800
1748942719,2025-06-03 14:25:19,26,994,54,2,73,5,800
1748942722,2025-06-03 14:25:22,28,1014,43,4,76,5,800
1748942725,2025-06-03 14:25:25,25,994,58,3,76,5,800
1748942728,2025-06-03 14:25:28,26,1013,73,2,125,5,800
1748942731,2025-06-03 14:25:31,20,1006,46,4,146,5,800
1748942734,2025-06-03 14:25:34,27,1008,45,5,102,5,800
1748942737,2025-06-03 14:25:37,26,981,58,5,141,5,800
1748942740,2025-06-03 14:25:40,27,990,37,3,114,5,800
1748942743,2025-06-03 14:25:43,20,1016,72,3,146,5,800
1748942746,2025-06-03 14:25:46,28,982,55,2,77,5,800
1748942749,2025-06-03 14:25:49,28,997,55,2,106,5,800
1748942752,2025-06-03 14:25:52,30,1015,80,2,128,5,800
1748942755,2025-06-03 14:25:55,30,990,68,2,50,5,800
1748942758,2025-06-03 14:25:58,27,1007,32,1,79,5,800
1748942761,2025-06-03 14:26:01,30,982,75,2,82,5,800
1748942764,2025-06-03 14:26:04,23,1004,64,2,88,5,800
1748942767,2025-06-03 14:26:07,23,981,65,2,84,5,800
1748942770,2025-06-03 14:26:10,26,1006,37,2,146,5,800
1748942773,2025-06-03 14:26:13,25,985,45,2,67,5,800
1748942776,2025-06-03 14:26:16,30,992,65,3,58,5,800
1748942779,2025-06-03 14:26:19,27,996,45,3,112,5,800
1748942782,2025-06-03 14:26:22,22,1011,62,1,112,5,800
1748942785,2025-06-03 14:26:25,24,987,31,5,145,5,800
1748942788,2025-06-03 14:26:28,24,983,34,3,116,5,800
1748942791,2025-06-03 14:26:31,20,1018,60,3,76,5,800
1748942794,2025-06-03 14:26:34,20,1020,52,3,144,5,800
1748942797,2025-06-03 14:26:37,26,982,42,4,130,5,800
1748942800,2025-06-03 14:26:40,25,982,66,1,66,5,800
