packet_id,timestamp,temperature,pressure,humidity,density,concentration,run_number,distance_m
1748939205,2025-06-03 13:26:45,20,997,54,5,138,3,200
1748939208,2025-06-03 13:26:48,26,984,47,2,92,3,200
1748939211,2025-06-03 13:26:51,29,994,45,1,147,3,200
1748939214,2025-06-03 13:26:54,23,993,71,4,87,3,200
1748939217,2025-06-03 13:26:57,30,985,34,3,126,3,200
1748939220,2025-06-03 13:27:00,26,991,73,4,101,3,200
1748939223,2025-06-03 13:27:03,20,992,59,3,87,3,200
1748939226,2025-06-03 13:27:06,26,1007,79,1,98,3,200
1748939229,2025-06-03 13:27:09,23,996,34,2,108,3,200
1748939232,2025-06-03 13:27:12,28,982,50,3,131,3,200
1748939235,2025-06-03 13:27:15,26,1012,35,3,55,3,200
1748939238,2025-06-03 13:27:18,21,982,32,2,98,3,200
1748939241,2025-06-03 13:27:21,22,1017,54,4,97,3,200
1748939244,2025-06-03 13:27:24,25,980,60,2,65,3,200
1748939247,2025-06-03 13:27:27,25,1013,58,5,103,3,200
1748939250,2025-06-03 13:27:30,30,992,64,1,77,3,200
1748939253,2025-06-03 13:27:33,25,1001,77,1,83,3,200
1748939256,2025-06-03 13:27:36,29,981,40,2,111,3,200
1748939259,2025-06-03 13:27:39,22,981,54,4,112,3,200
1748939262,2025-06-03 13:27:42,24,993,48,5,59,3,200
1748939265,2025-06-03 13:27:45,24,985,31,5,140,3,200
1748939268,2025-06-03 13:27:48,24,997,34,3,105,3,200
1748939271,2025-06-03 13:27:51,20,1002,48,5,128,3,200
1748939274,2025-06-03 13:27:54,25,983,54,2,106,3,200
1748939277,2025-06-03 13:27:57,25,1005,53,1,118,3,200
1748939280,2025-06-03 13:28:00,23,996,63,2,147,3,200
1748939283,2025-06-03 13:28:03,28,1006,45,1,56,3,200
1748939286,2025-06-03 13:28:06,21,991,60,1,69,3,200
1748939289,2025-06-03 13:28:09,24,987,31,3,75,3,200
1748939292,2025-06-03 13:28:12,29,1001,43,4,74,3,200
1748939295,2025-06-03 13:28:15,24,990,56,5,100,3,200
1748939298,2025-06-03 13:28:18,22,997,36,2,142,3,200
1748939301,2025-06-03 13:28:21,30,980,73,2,117,3,200
1748939304,2025-06-03 13:28:24,25,995,39,4,108,3,200
1748939307,2025-06-03 13:28:27,28,1010,63,4,86,3,200
1748939310,2025-06-03 13:28:30,29,1015,57,1,52,3,200
1748939313,2025-06-03 13:28:33,20,1012,34,3,97,3,200
1748939316,2025-06-03 13:28:36,26,1000,56,3,137,3,200
1748939319,2025-06-03 13:28:39,24,1019,41,1,111,3,200
1748939322,2025-06-03 13:28:42,22,999,45,3,121,3,200
1748939325,2025-06-03 13:28:45,22,998,42,1,84,3,200
1748939328,2025-06-03 13:28:48,21,995,74,4,77,3,200
1748939331,2025-06-03 13:28:51,21,1008,78,5,111,3,200
1748939334,2025-06-03 13:28:54,28,1015,36,3,53,3,200
1748939337,2025-06-03 13:28:57,29,1018,51,2,66,3,200
1748939340,2025-06-03 13:29:00,28,997,44,1,97,3,200
1748939343,2025-06-03 13:29:03,30,985,54,4,150,3,200
1748939346,2025-06-03 13:29:06,21,985,39,5,129,3,200
1748939349,2025-06-03 13:29:09,21,998,75,4,114,3,200
1748939352,2025-06-03 13:29:12,29,987,59,2,138,3,200
1748939355,2025-06-03 13:29:15,23,1001,33,2,70,3,200
1748939358,2025-06-03 13:29:18,22,980,48,2,101,3,200
1748939361,2025-06-03 13:29:21,24,1000,72,2,58,3,200
1748939364,2025-06-03 13:29:24,29,1013,63,1,111,3,200
1748939367,2025-06-03 13:29:27,29,996,38,4,70,3,200
1748939370,2025-06-03 13:29:30,22,996,37,5,75,3,200
1748939373,2025-06-03 13:29:33,29,1006,64,1,111,3,200
1748939376,2025-06-03 13:29:36,29,982,60,4,109,3,200
1748939379,2025-06-03 13:29:39,27,987,33,5,59,3,200
1748939382,2025-06-03 13:29:42,29,984,36,2,78,3,200
1748939385,2025-06-03 13:29:45,27,981,42,4,125,3,200
1748939388,2025-06-03 13:29:48,20,1006,36,5,108,3,200
1748939391,2025-06-03 13:29:51,22,1019,40,1,123,3,200
1748939394,2025-06-03 13:29:54,28,1019,53,4,71,3,200
1748939397,2025-06-03 13:29:57,27,986,78,2,79,3,200
1748939400,2025-06-03 13:30:00,20,996,76,2,71,3,200
1748939403,2025-06-03 13:30:03,28,984,59,2,93,3,200
1748939406,2025-06-03 13:30:06,21,1013,33,4,75,3,200
1748939409,2025-06-03 13:30:09,29,1009,39,3,69,3,200
1748939412,2025-06-03 13:30:12,21,1018,66,1,110,3,200
1748939415,2025-06-03 13:30:15,30,1013,57,3,77,3,200
1748939418,2025-06-03 13:30:18,29,983,67,3,125,3,200
1748939421,2025-06-03 13:30:21,24,997,39,2,112,3,200
1748939424,2025-06-03 13:30:24,28,1017,59,3,67,3,200
1748939427,2025-06-03 13:30:27,23,999,69,5,71,3,200
1748939430,2025-06-03 13:30:30,30,981,80,3,72,3,200
1748939433,2025-06-03 13:30:33,24,995,79,4,57,3,200
1748939436,2025-06-03 13:30:36,23,987,62,3,83,3,200
1748939439,2025-06-03 13:30:39,26,987,54,4,100,3,200
1748939442,2025-06-03 13:30:42,25,1013,42,4,61,3,200
1748939445,2025-06-03 13:30:45,25,1016,78,3,89,3,200
1748939448,2025-06-03 13:30:48,30,998,36,1,80,3,200
1748939451,2025-06-03 13:30:51,26,1018,41,1,127,3,200
1748939454,2025-06-03 13:30:54,24,1006,49,4,86,3,200
1748939457,2025-06-03 13:30:57,29,997,76,4,61,3,200
1748939460,2025-06-03 13:31:00,28,984,43,4,102,3,200
1748939463,2025-06-03 13:31:03,22,990,53,5,95,3,200
1748939466,2025-06-03 13:31:06,20,981,49,2,64,3,200
1748939469,2025-06-03 13:31:09,28,1001,64,2,150,3,200
1748939472,2025-06-03 13:31:12,21,990,57,1,119,3,200
1748939475,2025-06-03 13:31:15,20,988,75,1,85,3,200
1748939478,2025-06-03 13:31:18,21,985,66,4,147,3,200
1748939481,2025-06-03 13:31:21,23,1001,76,2,52,3,200
1748939484,2025-06-03 13:31:24,24,1005,69,3,100,3,200
1748939487,2025-06-03 13:31:27,20,1020,48,5,109,3,200
1748939490,2025-06-03 13:31:30,22,988,38,1,85,3,200
1748939493,2025-06-03 13:31:33,22,981,68,1,91,3,200
1748939496,2025-06-03 13:31:36,24,1014,55,2,85,3,200
1748939499,2025-06-03 13:31:39,27,999,66,2,119,3,200
1748939502,2025-06-03 13:31:42,27,980,77,5,74,3,200
1748939505,2025-06-03 13:31:45,20,1010,46,5,96,3,200
1748939508,2025-06-03 13:31:48,21,1019,50,5,73,3,200
1748939511,2025-06-03 13:31:51,22,983,36,1,125,3,200
1748939514,2025-06-03 13:31:54,22,993,38,3,80,3,200
1748939517,2025-06-03 13:31:57,21,985,71,5,61,3,200
1748939520,2025-06-03 13:32:00,24,1010,42,5,133,3,200
1748939523,2025-06-03 13:32:03,29,1003,51,2,54,3,200
1748939526,2025-06-03 13:32:06,20,994,50,1,125,3,200
1748939529,2025-06-03 13:32:09,27,1015,59,2,88,3,200
1748939532,2025-06-03 13:32:12,30,1003,52,5,115,3,200
1748939535,2025-06-03 13:32:15,24,1002,49,1,108,3,200
1748939538,2025-06-03 13:32:18,30,994,32,3,100,3,200
1748939541,2025-06-03 13:32:21,28,1020,56,1,134,3,200
1748939544,2025-06-03 13:32:24,23,1007,45,1,150,3,200
1748939547,2025-06-03 13:32:27,25,984,47,1,81,3,200
1748939550,2025-06-03 13:32:30,28,991,41,2,129,3,200
1748939553,2025-06-03 13:32:33,30,980,80,2,86,3,200
1748939556,2025-06-03 13:32:36,23,1008,50,3,60,3,200
1748939559,2025-06-03 13:32:39,22,987,32,3,60,3,200
1748939562,2025-06-03 13:32:42,30,1017,77,4,114,3,200
1748939565,2025-06-03 13:32:45,27,1019,72,5,91,3,200
1748939568,2025-06-03 13:32:48,27,991,56,1,127,3,200
1748939571,2025-06-03 13:32:51,26,984,44,4,118,3,200
1748939574,2025-06-03 13:32:54,24,1017,41,3,74,3,200
1748939577,2025-06-03 13:32:57,29,998,55,3,89,3,200
1748939580,2025-06-03 13:33:00,29,980,41,2,50,3,200
1748939583,2025-06-03 13:33:03,20,991,61,3,148,3,200
1748939586,2025-06-03 13:33:06,27,993,74,1,52,3,200
1748939589,2025-06-03 13:33:09,20,1016,46,1,101,3,200
1748939592,2025-06-03 13:33:12,30,1000,65,2,121,3,200
1748939595,2025-06-03 13:33:15,30,987,32,2,117,3,200
1748939598,2025-06-03 13:33:18,27,1000,76,1,112,3,200
1748939601,2025-06-03 13:33:21,21,985,49,5,124,3,200
1748939604,2025-06-03 13:33:24,28,994,67,5,145,3,200
1748939607,2025-06-03 13:33:27,26,980,40,1,125,3,200
1748939610,2025-06-03 13:33:30,30,1018,36,1,101,3,200
1748939613,2025-06-03 13:33:33,27,983,44,3,95,3,200
1748939616,2025-06-03 13:33:36,27,983,33,1,85,3,200
1748939619,2025-06-03 13:33:39,29,1000,77,2,125,3,200
1748939622,2025-06-03 13:33:42,30,984,58,4,134,3,200
